biotin    	  0.0	   0.5	infant   	female	AI 	    5.000	ug	/day   
iodine    	  9.0	  13.0	typical  	female	AI 	  120.000	ug	/day   
iodine    	  9.0	  13.0	typical  	female	EAR	   73.000	ug	/day   
iodine    	  9.0	  13.0	typical  	male  	AI 	  120.000	ug	/day   
iodine    	  9.0	  13.0	typical  	male  	EAR	   73.000	ug	/day   
iodine    	 14.0	  18.0	lactating	female	AI 	  290.000	ug	/day   
iodine    	 14.0	  18.0	lactating	female	EAR	  209.000	ug	/day   
iodine    	 14.0	  18.0	pregnant 	female	AI 	  220.000	ug	/day   
iodine    	 14.0	  18.0	pregnant 	female	EAR	  160.000	ug	/day   
iodine    	 14.0	  18.0	typical  	female	AI 	  150.000	ug	/day   
iodine    	 14.0	  18.0	typical  	female	EAR	   95.000	ug	/day   
iodine    	 14.0	  18.0	typical  	male  	AI 	  150.000	ug	/day   
iodine    	 14.0	  18.0	typical  	male  	EAR	   95.000	ug	/day   
iodine    	 19.0	  30.0	lactating	female	AI 	  290.000	ug	/day   
iodine    	 19.0	  30.0	lactating	female	EAR	  209.000	ug	/day   
iodine    	 19.0	  30.0	pregnant 	female	AI 	  220.000	ug	/day   
iodine    	 19.0	  30.0	pregnant 	female	EAR	  160.000	ug	/day   
iodine    	 19.0	  30.0	typical  	female	AI 	  150.000	ug	/day   
iodine    	 19.0	  30.0	typical  	female	EAR	   95.000	ug	/day   
iodine    	 19.0	  30.0	typical  	male  	AI 	  150.000	ug	/day   
iodine    	 19.0	  30.0	typical  	male  	EAR	   95.000	ug	/day   
iodine    	 31.0	  50.0	lactating	female	AI 	  290.000	ug	/day   
iodine    	 31.0	  50.0	lactating	female	EAR	  209.000	ug	/day   
iodine    	 31.0	  50.0	pregnant 	female	AI 	  220.000	ug	/day   
iodine    	 31.0	  50.0	pregnant 	female	EAR	  160.000	ug	/day   
iodine    	 31.0	  50.0	typical  	female	AI 	  150.000	ug	/day   
iodine    	 31.0	  50.0	typical  	female	EAR	   95.000	ug	/day   
iodine    	 31.0	  50.0	typical  	male  	AI 	  150.000	ug	/day   
iodine    	 31.0	  50.0	typical  	male  	EAR	   95.000	ug	/day   
iodine    	 51.0	  70.0	typical  	female	AI 	  150.000	ug	/day   
iodine    	 51.0	  70.0	typical  	female	EAR	   95.000	ug	/day   
iodine    	 51.0	  70.0	typical  	male  	AI 	  150.000	ug	/day   
iodine    	 51.0	  70.0	typical  	male  	EAR	   95.000	ug	/day   
iodine    	 70.0	 120.0	typical  	female	AI 	  150.000	ug	/day   
iodine    	 70.0	 120.0	typical  	female	EAR	   95.000	ug	/day   
iodine    	 70.0	 120.0	typical  	male  	AI 	  150.000	ug	/day   
iodine    	 70.0	 120.0	typical  	male  	EAR	   95.000	ug	/day   
iron      	  0.5	   1.0	infant   	female	RDA	   11.000	mg	/day   
iron      	  0.5	   1.0	infant   	male  	RDA	   11.000	mg	/day   
iron      	  1.0	   3.0	child    	female	EAR	    3.000	mg	/day   
iron      	  1.0	   3.0	child    	female	RDA	    7.000	mg	/day   
iron      	  1.0	   3.0	child    	male  	EAR	    3.000	mg	/day   
iron      	  1.0	   3.0	child    	male  	RDA	    7.000	mg	/day   
iron      	  4.0	   8.0	child    	female	EAR	    4.100	mg	/day   
iron      	  4.0	   8.0	child    	female	RDA	   10.000	mg	/day   
iron      	  4.0	   8.0	child    	male  	EAR	    4.100	mg	/day   
iron      	  4.0	   8.0	child    	male  	RDA	   10.000	mg	/day   
iron      	  9.0	  13.0	typical  	female	EAR	    5.700	mg	/day   
iron      	  9.0	  13.0	typical  	female	RDA	    8.000	mg	/day   
iron      	  9.0	  13.0	typical  	male  	EAR	    5.900	mg	/day   
iron      	  9.0	  13.0	typical  	male  	RDA	    8.000	mg	/day   
iron      	 14.0	  18.0	lactating	female	EAR	    7.000	mg	/day   
iron      	 14.0	  18.0	lactating	female	RDA	   10.000	mg	/day   
iron      	 14.0	  18.0	pregnant 	female	EAR	   23.000	mg	/day   
iron      	 14.0	  18.0	pregnant 	female	RDA	   27.000	mg	/day   
iron      	 14.0	  18.0	typical  	female	EAR	    7.900	mg	/day   
iron      	 14.0	  18.0	typical  	female	RDA	   15.000	mg	/day   
iron      	 14.0	  18.0	typical  	male  	EAR	    7.700	mg	/day   
iron      	 14.0	  18.0	typical  	male  	RDA	   11.000	mg	/day   
iron      	 19.0	  30.0	lactating	female	EAR	    6.500	mg	/day   
iron      	 19.0	  30.0	lactating	female	RDA	    9.000	mg	/day   
iron      	 19.0	  30.0	pregnant 	female	EAR	   22.000	mg	/day   
iron      	 19.0	  30.0	pregnant 	female	RDA	   27.000	mg	/day   
iron      	 19.0	  30.0	typical  	female	EAR	    8.100	mg	/day   
iron      	 19.0	  30.0	typical  	female	RDA	   18.000	mg	/day   
iron      	 19.0	  30.0	typical  	male  	EAR	    6.000	mg	/day   
iron      	 19.0	  30.0	typical  	male  	RDA	    8.000	mg	/day   
iron      	 31.0	  50.0	lactating	female	EAR	    6.500	mg	/day   
iron      	 31.0	  50.0	lactating	female	RDA	    9.000	mg	/day   
iron      	 31.0	  50.0	pregnant 	female	EAR	   22.000	mg	/day   
iron      	 31.0	  50.0	pregnant 	female	RDA	   27.000	mg	/day   
iron      	 31.0	  50.0	typical  	female	EAR	    8.100	mg	/day   
iron      	 31.0	  50.0	typical  	female	RDA	   18.000	mg	/day   
iron      	 31.0	  50.0	typical  	male  	EAR	    6.000	mg	/day   
iron      	 31.0	  50.0	typical  	male  	RDA	    8.000	mg	/day   
iron      	 51.0	  70.0	typical  	female	EAR	    5.000	mg	/day   
iron      	 51.0	  70.0	typical  	female	RDA	    8.000	mg	/day   
iron      	 51.0	  70.0	typical  	male  	EAR	    6.000	mg	/day   
iron      	 51.0	  70.0	typical  	male  	RDA	    8.000	mg	/day   
iron      	 70.0	 120.0	typical  	female	EAR	    5.000	mg	/day   
iron      	 70.0	 120.0	typical  	female	RDA	    8.000	mg	/day   
iron      	 70.0	 120.0	typical  	male  	EAR	    6.000	mg	/day   
iron      	 70.0	 120.0	typical  	male  	RDA	    8.000	mg	/day   
magnesium 	  1.0	   3.0	child    	female	EAR	   65.000	mg	/day   
magnesium 	  1.0	   3.0	child    	female	RDA	   80.000	mg	/day   
magnesium 	  1.0	   3.0	child    	male  	EAR	   65.000	mg	/day   
magnesium 	  1.0	   3.0	child    	male  	RDA	   80.000	mg	/day   
magnesium 	  4.0	   8.0	child    	female	EAR	  110.000	mg	/day   
magnesium 	  4.0	   8.0	child    	female	RDA	  130.000	mg	/day   
magnesium 	  4.0	   8.0	child    	male  	EAR	  110.000	mg	/day   
magnesium 	  4.0	   8.0	child    	male  	RDA	  130.000	mg	/day   
magnesium 	  9.0	  13.0	typical  	female	EAR	  200.000	mg	/day   
magnesium 	  9.0	  13.0	typical  	female	RDA	  240.000	mg	/day   
magnesium 	  9.0	  13.0	typical  	male  	EAR	  200.000	mg	/day   
magnesium 	  9.0	  13.0	typical  	male  	RDA	  240.000	mg	/day   
magnesium 	 14.0	  18.0	lactating	female	EAR	  300.000	mg	/day   
magnesium 	 14.0	  18.0	lactating	female	RDA	  360.000	mg	/day   
magnesium 	 14.0	  18.0	pregnant 	female	EAR	  335.000	mg	/day   
magnesium 	 14.0	  18.0	pregnant 	female	RDA	  400.000	mg	/day   
magnesium 	 14.0	  18.0	typical  	female	EAR	  300.000	mg	/day   
magnesium 	 14.0	  18.0	typical  	female	RDA	  360.000	mg	/day   
magnesium 	 14.0	  18.0	typical  	male  	EAR	  340.000	mg	/day   
magnesium 	 14.0	  18.0	typical  	male  	RDA	  410.000	mg	/day   
magnesium 	 19.0	  30.0	lactating	female	EAR	  255.000	mg	/day   
magnesium 	 19.0	  30.0	lactating	female	RDA	  310.000	mg	/day   
magnesium 	 19.0	  30.0	pregnant 	female	EAR	  290.000	mg	/day   
magnesium 	 19.0	  30.0	pregnant 	female	RDA	  350.000	mg	/day   
magnesium 	 19.0	  30.0	typical  	female	EAR	  255.000	mg	/day   
magnesium 	 19.0	  30.0	typical  	female	RDA	  310.000	mg	/day   
magnesium 	 19.0	  30.0	typical  	male  	EAR	  330.000	mg	/day   
magnesium 	 19.0	  30.0	typical  	male  	RDA	  400.000	mg	/day   
magnesium 	 31.0	  50.0	lactating	female	EAR	  265.000	mg	/day   
magnesium 	 31.0	  50.0	lactating	female	RDA	  320.000	mg	/day   
magnesium 	 31.0	  50.0	pregnant 	female	EAR	  300.000	mg	/day   
magnesium 	 31.0	  50.0	pregnant 	female	RDA	  360.000	mg	/day   
magnesium 	 31.0	  50.0	typical  	female	EAR	  265.000	mg	/day   
magnesium 	 31.0	  50.0	typical  	female	RDA	  320.000	mg	/day   
magnesium 	 31.0	  50.0	typical  	male  	EAR	  350.000	mg	/day   
magnesium 	 31.0	  50.0	typical  	male  	RDA	  420.000	mg	/day   
magnesium 	 51.0	  70.0	typical  	female	EAR	  265.000	mg	/day   
magnesium 	 51.0	  70.0	typical  	female	RDA	  320.000	mg	/day   
magnesium 	 51.0	  70.0	typical  	male  	EAR	  350.000	mg	/day   
magnesium 	 51.0	  70.0	typical  	male  	RDA	  420.000	mg	/day   
magnesium 	 70.0	 120.0	typical  	female	EAR	  265.000	mg	/day   
magnesium 	 70.0	 120.0	typical  	female	RDA	  320.000	mg	/day   
magnesium 	 70.0	 120.0	typical  	male  	EAR	  350.000	mg	/day   
magnesium 	 70.0	 120.0	typical  	male  	RDA	  420.000	mg	/day   
manganese 	  0.0	   0.5	infant   	female	AI 	    0.003	mg	/day   
manganese 	  0.0	   0.5	infant   	male  	AI 	    0.003	mg	/day   
manganese 	  0.5	   1.0	infant   	female	AI 	    0.600	mg	/day   
manganese 	  0.5	   1.0	infant   	male  	AI 	    0.600	mg	/day   
manganese 	  1.0	   3.0	child    	female	AI 	    1.200	mg	/day   
manganese 	  1.0	   3.0	child    	male  	AI 	    1.200	mg	/day   
manganese 	  4.0	   8.0	child    	female	AI 	    1.500	mg	/day   
manganese 	  4.0	   8.0	child    	male  	AI 	    1.500	mg	/day   
manganese 	  9.0	  13.0	typical  	female	AI 	    1.600	mg	/day   
manganese 	  9.0	  13.0	typical  	male  	AI 	    1.900	mg	/day   
manganese 	 14.0	  18.0	lactating	female	AI 	    2.600	mg	/day   
manganese 	 14.0	  18.0	pregnant 	female	AI 	    2.000	mg	/day   
manganese 	 14.0	  18.0	typical  	female	AI 	    1.600	mg	/day   
manganese 	 14.0	  18.0	typical  	male  	AI 	    2.200	mg	/day   
manganese 	 19.0	  30.0	lactating	female	AI 	    2.600	mg	/day   
manganese 	 19.0	  30.0	pregnant 	female	AI 	    2.000	mg	/day   
manganese 	 19.0	  30.0	typical  	female	AI 	    1.800	mg	/day   
manganese 	 19.0	  30.0	typical  	male  	AI 	    2.300	mg	/day   
manganese 	 31.0	  50.0	lactating	female	AI 	    2.600	mg	/day   
manganese 	 31.0	  50.0	pregnant 	female	AI 	    2.000	mg	/day   
manganese 	 31.0	  50.0	typical  	female	AI 	    1.800	mg	/day   
manganese 	 31.0	  50.0	typical  	male  	AI 	    2.300	mg	/day   
manganese 	 51.0	  70.0	typical  	female	AI 	    1.800	mg	/day   
manganese 	 51.0	  70.0	typical  	male  	AI 	    2.300	mg	/day   
manganese 	 70.0	 120.0	typical  	female	AI 	    1.800	mg	/day   
manganese 	 70.0	 120.0	typical  	male  	AI 	    2.300	mg	/day   
molybdenum	  1.0	   3.0	child    	female	EAR	   13.000	ug	/day   
molybdenum	  1.0	   3.0	child    	female	RDA	   17.000	ug	/day   
molybdenum	  1.0	   3.0	child    	male  	EAR	   13.000	ug	/day   
molybdenum	  1.0	   3.0	child    	male  	RDA	   17.000	ug	/day   
molybdenum	  4.0	   8.0	child    	female	EAR	   17.000	ug	/day   
molybdenum	  4.0	   8.0	child    	female	RDA	   22.000	ug	/day   
molybdenum	  4.0	   8.0	child    	male  	EAR	   17.000	ug	/day   
molybdenum	  4.0	   8.0	child    	male  	RDA	   22.000	ug	/day   
molybdenum	  9.0	  13.0	typical  	female	EAR	   26.000	ug	/day   
molybdenum	  9.0	  13.0	typical  	female	RDA	   34.000	ug	/day   
molybdenum	  9.0	  13.0	typical  	male  	EAR	   26.000	ug	/day   
molybdenum	  9.0	  13.0	typical  	male  	RDA	   34.000	ug	/day   
molybdenum	 14.0	  18.0	lactating	female	EAR	   35.000	ug	/day   
molybdenum	 14.0	  18.0	lactating	female	RDA	   50.000	ug	/day   
molybdenum	 14.0	  18.0	pregnant 	female	EAR	   40.000	ug	/day   
molybdenum	 14.0	  18.0	pregnant 	female	RDA	   50.000	ug	/day   
molybdenum	 14.0	  18.0	typical  	female	EAR	   33.000	ug	/day   
molybdenum	 14.0	  18.0	typical  	female	RDA	   43.000	ug	/day   
molybdenum	 14.0	  18.0	typical  	male  	EAR	   33.000	ug	/day   
molybdenum	 14.0	  18.0	typical  	male  	RDA	   43.000	ug	/day   
molybdenum	 19.0	  30.0	lactating	female	EAR	   36.000	ug	/day   
molybdenum	 19.0	  30.0	lactating	female	RDA	   50.000	ug	/day   
molybdenum	 19.0	  30.0	pregnant 	female	EAR	   40.000	ug	/day   
molybdenum	 19.0	  30.0	pregnant 	female	RDA	   50.000	ug	/day   
molybdenum	 19.0	  30.0	typical  	female	EAR	   34.000	ug	/day   
molybdenum	 19.0	  30.0	typical  	female	RDA	   45.000	ug	/day   
molybdenum	 19.0	  30.0	typical  	male  	EAR	   34.000	ug	/day   
molybdenum	 19.0	  30.0	typical  	male  	RDA	   45.000	ug	/day   
molybdenum	 31.0	  50.0	lactating	female	EAR	   36.000	ug	/day   
molybdenum	 31.0	  50.0	lactating	female	RDA	   50.000	ug	/day   
molybdenum	 31.0	  50.0	pregnant 	female	EAR	   40.000	ug	/day   
molybdenum	 31.0	  50.0	pregnant 	female	RDA	   50.000	ug	/day   
molybdenum	 31.0	  50.0	typical  	female	EAR	   34.000	ug	/day   
molybdenum	 31.0	  50.0	typical  	female	RDA	   45.000	ug	/day   
molybdenum	 31.0	  50.0	typical  	male  	EAR	   34.000	ug	/day   
molybdenum	 31.0	  50.0	typical  	male  	RDA	   45.000	ug	/day   
molybdenum	 51.0	  70.0	typical  	female	EAR	   34.000	ug	/day   
molybdenum	 51.0	  70.0	typical  	female	RDA	   45.000	ug	/day   
molybdenum	 51.0	  70.0	typical  	male  	EAR	   34.000	ug	/day   
molybdenum	 51.0	  70.0	typical  	male  	RDA	   45.000	ug	/day   
molybdenum	 70.0	 120.0	typical  	female	EAR	   34.000	ug	/day   
molybdenum	 70.0	 120.0	typical  	female	RDA	   45.000	ug	/day   
molybdenum	 70.0	 120.0	typical  	male  	EAR	   34.000	ug	/day   
molybdenum	 70.0	 120.0	typical  	male  	RDA	   45.000	ug	/day   
niacin    	  1.0	   3.0	child    	female	EAR	    5.000	mg	/day   
niacin    	  1.0	   3.0	child    	female	RDA	    6.000	mg	/day   
niacin    	  1.0	   3.0	child    	male  	EAR	    5.000	mg	/day   
niacin    	  1.0	   3.0	child    	male  	RDA	    6.000	mg	/day   
niacin    	  4.0	   8.0	child    	female	EAR	    6.000	mg	/day   
niacin    	  4.0	   8.0	child    	female	RDA	    8.000	mg	/day   
niacin    	  4.0	   8.0	child    	male  	EAR	    6.000	mg	/day   
niacin    	  4.0	   8.0	child    	male  	RDA	    8.000	mg	/day   
niacin    	  9.0	  13.0	typical  	female	EAR	    9.000	mg	/day   
niacin    	  9.0	  13.0	typical  	female	RDA	   12.000	mg	/day   
niacin    	  9.0	  13.0	typical  	male  	EAR	    9.000	mg	/day   
niacin    	  9.0	  13.0	typical  	male  	RDA	   12.000	mg	/day   
niacin    	 14.0	  18.0	lactating	female	EAR	   13.000	mg	/day   
niacin    	 14.0	  18.0	lactating	female	RDA	   17.000	mg	/day   
niacin    	 14.0	  18.0	pregnant 	female	EAR	   14.000	mg	/day   
niacin    	 14.0	  18.0	pregnant 	female	RDA	   18.000	mg	/day   
niacin    	 14.0	  18.0	typical  	female	EAR	   11.000	mg	/day   
niacin    	 14.0	  18.0	typical  	female	RDA	   14.000	mg	/day   
niacin    	 14.0	  18.0	typical  	male  	EAR	   12.000	mg	/day   
niacin    	 14.0	  18.0	typical  	male  	RDA	   16.000	mg	/day   
niacin    	 19.0	  30.0	lactating	female	EAR	   13.000	mg	/day   
niacin    	 19.0	  30.0	lactating	female	RDA	   17.000	mg	/day   
niacin    	 19.0	  30.0	pregnant 	female	EAR	   14.000	mg	/day   
niacin    	 19.0	  30.0	pregnant 	female	RDA	   18.000	mg	/day   
niacin    	 19.0	  30.0	typical  	female	EAR	   11.000	mg	/day   
niacin    	 19.0	  30.0	typical  	female	RDA	   14.000	mg	/day   
niacin    	 19.0	  30.0	typical  	male  	EAR	   12.000	mg	/day   
niacin    	 19.0	  30.0	typical  	male  	RDA	   16.000	mg	/day   
niacin    	 31.0	  50.0	lactating	female	EAR	   13.000	mg	/day   
niacin    	 31.0	  50.0	lactating	female	RDA	   17.000	mg	/day   
niacin    	 31.0	  50.0	pregnant 	female	EAR	   14.000	mg	/day   
niacin    	 31.0	  50.0	pregnant 	female	RDA	   18.000	mg	/day   
niacin    	 31.0	  50.0	typical  	female	EAR	   11.000	mg	/day   
niacin    	 31.0	  50.0	typical  	female	RDA	   14.000	mg	/day   
niacin    	 31.0	  50.0	typical  	male  	EAR	   12.000	mg	/day   
niacin    	 31.0	  50.0	typical  	male  	RDA	   16.000	mg	/day   
niacin    	 51.0	  70.0	typical  	female	EAR	   11.000	mg	/day   
niacin    	 51.0	  70.0	typical  	female	RDA	   14.000	mg	/day   
niacin    	 51.0	  70.0	typical  	male  	EAR	   12.000	mg	/day   
niacin    	 51.0	  70.0	typical  	male  	RDA	   16.000	mg	/day   
niacin    	 70.0	 120.0	typical  	female	EAR	   11.000	mg	/day   
niacin    	 70.0	 120.0	typical  	female	RDA	   14.000	mg	/day   
niacin    	 70.0	 120.0	typical  	male  	EAR	   12.000	mg	/day   
niacin    	 70.0	 120.0	typical  	male  	RDA	   16.000	mg	/day   
pant_acid 	  0.0	   0.5	infant   	female	AI 	    1.700	mg	/day   
pant_acid 	  0.0	   0.5	infant   	male  	AI 	    1.700	mg	/day   
pant_acid 	  0.5	   1.0	infant   	female	AI 	    1.800	mg	/day   
pant_acid 	  0.5	   1.0	infant   	male  	AI 	    1.800	mg	/day   
pant_acid 	  1.0	   3.0	child    	female	AI 	    2.000	mg	/day   
pant_acid 	  1.0	   3.0	child    	male  	AI 	    2.000	mg	/day   
pant_acid 	  4.0	   8.0	child    	female	AI 	    3.000	mg	/day   
pant_acid 	  4.0	   8.0	child    	male  	AI 	    3.000	mg	/day   
pant_acid 	  9.0	  13.0	typical  	female	AI 	    4.000	mg	/day   
pant_acid 	  9.0	  13.0	typical  	male  	AI 	    4.000	mg	/day   
pant_acid 	 14.0	  18.0	lactating	female	AI 	    7.000	mg	/day   
pant_acid 	 14.0	  18.0	pregnant 	female	AI 	    6.000	mg	/day   
pant_acid 	 14.0	  18.0	typical  	female	AI 	    5.000	mg	/day   
pant_acid 	 14.0	  18.0	typical  	male  	AI 	    5.000	mg	/day   
pant_acid 	 19.0	  30.0	lactating	female	AI 	    7.000	mg	/day   
pant_acid 	 19.0	  30.0	pregnant 	female	AI 	    6.000	mg	/day   
pant_acid 	 19.0	  30.0	typical  	female	AI 	    5.000	mg	/day   
pant_acid 	 19.0	  30.0	typical  	male  	AI 	    5.000	mg	/day   
pant_acid 	 31.0	  50.0	lactating	female	AI 	    7.000	mg	/day   
pant_acid 	 31.0	  50.0	pregnant 	female	AI 	    6.000	mg	/day   
pant_acid 	 31.0	  50.0	typical  	female	AI 	    5.000	mg	/day   
pant_acid 	 31.0	  50.0	typical  	male  	AI 	    5.000	mg	/day   
pant_acid 	 51.0	  70.0	typical  	female	AI 	    5.000	mg	/day   
pant_acid 	 51.0	  70.0	typical  	male  	AI 	    5.000	mg	/day   
pant_acid 	 70.0	 120.0	typical  	female	AI 	    5.000	mg	/day   
pant_acid 	 70.0	 120.0	typical  	male  	AI 	    5.000	mg	/day   
phosphorus	  1.0	   3.0	child    	female	EAR	  380.000	mg	/day   
phosphorus	  1.0	   3.0	child    	female	RDA	  460.000	mg	/day   
phosphorus	  1.0	   3.0	child    	male  	EAR	  380.000	mg	/day   
phosphorus	  1.0	   3.0	child    	male  	RDA	  460.000	mg	/day   
phosphorus	  4.0	   8.0	child    	female	EAR	  405.000	mg	/day   
phosphorus	  4.0	   8.0	child    	female	RDA	  500.000	mg	/day   
phosphorus	  4.0	   8.0	child    	male  	EAR	  405.000	mg	/day   
phosphorus	  4.0	   8.0	child    	male  	RDA	  500.000	mg	/day   
phosphorus	  9.0	  13.0	typical  	female	EAR	 1055.000	mg	/day   
phosphorus	  9.0	  13.0	typical  	female	RDA	 1250.000	mg	/day   
phosphorus	  9.0	  13.0	typical  	male  	EAR	 1055.000	mg	/day   
phosphorus	  9.0	  13.0	typical  	male  	RDA	 1250.000	mg	/day   
phosphorus	 14.0	  18.0	lactating	female	EAR	 1055.000	mg	/day   
phosphorus	 14.0	  18.0	lactating	female	RDA	 1250.000	mg	/day   
phosphorus	 14.0	  18.0	pregnant 	female	EAR	 1055.000	mg	/day   
phosphorus	 14.0	  18.0	pregnant 	female	RDA	 1250.000	mg	/day   
phosphorus	 14.0	  18.0	typical  	female	EAR	 1055.000	mg	/day   
phosphorus	 14.0	  18.0	typical  	female	RDA	 1250.000	mg	/day   
phosphorus	 14.0	  18.0	typical  	male  	EAR	 1055.000	mg	/day   
phosphorus	 14.0	  18.0	typical  	male  	RDA	 1250.000	mg	/day   
phosphorus	 19.0	  30.0	lactating	female	EAR	  580.000	mg	/day   
phosphorus	 19.0	  30.0	lactating	female	RDA	  700.000	mg	/day   
phosphorus	 19.0	  30.0	pregnant 	female	EAR	  580.000	mg	/day   
phosphorus	 19.0	  30.0	pregnant 	female	RDA	  700.000	mg	/day   
phosphorus	 19.0	  30.0	typical  	female	EAR	  580.000	mg	/day   
phosphorus	 19.0	  30.0	typical  	female	RDA	  700.000	mg	/day   
phosphorus	 19.0	  30.0	typical  	male  	EAR	  580.000	mg	/day   
phosphorus	 19.0	  30.0	typical  	male  	RDA	  700.000	mg	/day   
phosphorus	 31.0	  50.0	lactating	female	EAR	  580.000	mg	/day   
phosphorus	 31.0	  50.0	lactating	female	RDA	  700.000	mg	/day   
phosphorus	 31.0	  50.0	pregnant 	female	EAR	  580.000	mg	/day   
phosphorus	 31.0	  50.0	pregnant 	female	RDA	  700.000	mg	/day   
phosphorus	 31.0	  50.0	typical  	female	EAR	  580.000	mg	/day   
phosphorus	 31.0	  50.0	typical  	female	RDA	  700.000	mg	/day   
phosphorus	 31.0	  50.0	typical  	male  	EAR	  580.000	mg	/day   
phosphorus	 31.0	  50.0	typical  	male  	RDA	  700.000	mg	/day   
phosphorus	 51.0	  70.0	typical  	female	EAR	  580.000	mg	/day   
phosphorus	 51.0	  70.0	typical  	female	RDA	  700.000	mg	/day   
phosphorus	 51.0	  70.0	typical  	male  	EAR	  580.000	mg	/day   
phosphorus	 51.0	  70.0	typical  	male  	RDA	  700.000	mg	/day   
phosphorus	 70.0	 120.0	typical  	female	EAR	  580.000	mg	/day   
phosphorus	 70.0	 120.0	typical  	female	RDA	  700.000	mg	/day   
phosphorus	 70.0	 120.0	typical  	male  	EAR	  580.000	mg	/day   
phosphorus	 70.0	 120.0	typical  	male  	RDA	  700.000	mg	/day   
potassium 	  0.0	   0.5	infant   	female	AI 	    0.400	g 	/day   
potassium 	  0.0	   0.5	infant   	male  	AI 	    0.400	g 	/day   
potassium 	  0.5	   1.0	infant   	female	AI 	    0.700	g 	/day   
potassium 	  0.5	   1.0	infant   	male  	AI 	    0.700	g 	/day   
potassium 	  1.0	   3.0	child    	female	AI 	    3.000	g 	/day   
potassium 	  1.0	   3.0	child    	male  	AI 	    3.000	g 	/day   
potassium 	  4.0	   8.0	child    	female	AI 	    3.800	g 	/day   
potassium 	  4.0	   8.0	child    	male  	AI 	    3.800	g 	/day   
potassium 	  9.0	  13.0	typical  	female	AI 	    4.500	g 	/day   
potassium 	  9.0	  13.0	typical  	male  	AI 	    4.500	g 	/day   
potassium 	 14.0	  18.0	lactating	female	AI 	    5.100	g 	/day   
potassium 	 14.0	  18.0	pregnant 	female	AI 	    4.700	g 	/day   
potassium 	 14.0	  18.0	typical  	female	AI 	    4.700	g 	/day   
potassium 	 14.0	  18.0	typical  	male  	AI 	    4.700	g 	/day   
potassium 	 19.0	  30.0	lactating	female	AI 	    5.100	g 	/day   
potassium 	 19.0	  30.0	pregnant 	female	AI 	    4.700	g 	/day   
potassium 	 19.0	  30.0	typical  	female	AI 	    4.700	g 	/day   
potassium 	 19.0	  30.0	typical  	male  	AI 	    4.700	g 	/day   
potassium 	 31.0	  50.0	lactating	female	AI 	    5.100	g 	/day   
potassium 	 31.0	  50.0	pregnant 	female	AI 	    4.700	g 	/day   
potassium 	 31.0	  50.0	typical  	female	AI 	    4.700	g 	/day   
potassium 	 31.0	  50.0	typical  	male  	AI 	    4.700	g 	/day   
potassium 	 51.0	  70.0	typical  	female	AI 	    4.700	g 	/day   
potassium 	 51.0	  70.0	typical  	male  	AI 	    4.700	g 	/day   
potassium 	 70.0	 120.0	typical  	female	AI 	    4.700	g 	/day   
potassium 	 70.0	 120.0	typical  	male  	AI 	    4.700	g 	/day   
protein   	  0.5	   1.0	infant   	female	RDA	    1.200	g 	/kg/day
protein   	  0.5	   1.0	infant   	male  	RDA	    1.200	g 	/kg/day
protein   	  1.0	   3.0	child    	female	AMDR-hi	   20.000	pct	Energy 
protein   	  1.0	   3.0	child    	female	AMDR-lo	    5.000	pct	Energy 
protein   	  1.0	   3.0	child    	female	EAR	    0.870	g 	/kg/day
protein   	  1.0	   3.0	child    	female	RDA	    1.050	g 	/kg/day
protein   	  1.0	   3.0	child    	male  	AMDR-hi	   20.000	pct	Energy 
protein   	  1.0	   3.0	child    	male  	AMDR-lo	    5.000	pct	Energy 
protein   	  1.0	   3.0	child    	male  	EAR	    0.870	g 	/kg/day
protein   	  1.0	   3.0	child    	male  	RDA	    1.050	g 	/kg/day
protein   	  4.0	   8.0	child    	female	AMDR-hi	   30.000	pct	Energy 
protein   	  4.0	   8.0	child    	female	AMDR-lo	   10.000	pct	Energy 
protein   	  4.0	   8.0	child    	female	EAR	    0.760	g 	/kg/day
protein   	  4.0	   8.0	child    	female	RDA	    0.950	g 	/kg/day
protein   	  4.0	   8.0	child    	male  	AMDR-hi	   30.000	pct	Energy 
protein   	  4.0	   8.0	child    	male  	AMDR-lo	   10.000	pct	Energy 
protein   	  4.0	   8.0	child    	male  	EAR	    0.760	g 	/kg/day
protein   	  4.0	   8.0	child    	male  	RDA	    0.950	g 	/kg/day
protein   	  9.0	  13.0	typical  	female	AMDR-hi	   30.000	pct	Energy 
protein   	  9.0	  13.0	typical  	female	AMDR-lo	   10.000	pct	Energy 
protein   	  9.0	  13.0	typical  	female	EAR	    0.760	g 	/kg/day
protein   	  9.0	  13.0	typical  	female	RDA	    0.950	g 	/kg/day
protein   	  9.0	  13.0	typical  	male  	AMDR-hi	   30.000	pct	Energy 
protein   	  9.0	  13.0	typical  	male  	AMDR-lo	   10.000	pct	Energy 
protein   	  9.0	  13.0	typical  	male  	EAR	    0.760	g 	/kg/day
protein   	  9.0	  13.0	typical  	male  	RDA	    0.950	g 	/kg/day
protein   	 14.0	  18.0	lactating	female	AMDR-hi	   30.000	pct	Energy 
protein   	 14.0	  18.0	lactating	female	AMDR-lo	   10.000	pct	Energy 
protein   	 14.0	  18.0	lactating	female	EAR	    1.050	g 	/kg/day
protein   	 14.0	  18.0	lactating	female	RDA	    1.300	g 	/kg/day
